,Tweets,id,len,date,source,likes,retweets
290,"🚨WANTED🚨for Multiple Burglaries #NYC Btwn 11/21 &amp; 4/22 the individuals broke through the front door &amp; removed cellphones, before fleeing in a blk and gray Honda Element or on a green or blk moped💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL https://t.co/5uSryBFUpS",1512326653493628932,308,2022-04-08 07:09:06+00:00,Twitter for iPad,28,27
291,"🚨WANTED￼🚨for an ASSAULT in front of 1880 Guerlain St #Bronx @NYPD43pct on 3/28/22@ 4:25P.M. Individuals discharged a firearm multiple times, striking a 31-year-old male victim’s vehicle.💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/l7AjSigdcb",1512273345538146317,292,2022-04-08 03:37:16+00:00,Twitter for iPad,34,32
292,🚨WANTED🚨for Forcible Touching on Herald Square station southbound 'Q' train platform #midtownsouth #manhattan On 04/03/21 @ 5:00 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/VhzKwHfSum,1511992255338500097,272,2022-04-07 09:00:19+00:00,Twitter for iPad,29,26
293,￼WANTED￼for a Robbery inside a bank located at 1 East Fordham Road #fordham #bronx On 4/2/21 @ 1:40 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/vDpxMY4ukT,1511917044421251076,243,2022-04-07 04:01:28+00:00,Twitter for iPad,36,40
294,"￼WANTED￼ for Criminal Mischief Pattern in the confines of the 90 Precinct #Brooklyn within the months of November, February &amp; March Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/YO1qkqexmQ",1511915190035566597,280,2022-04-07 03:54:05+00:00,Twitter for iPad,9,16
295,"🚨WANTED-ROBBERY/SEX ASSLT: 3/27/22 approx. 6:10 AM, vicinity of Clarkson &amp; West St @NYPD6PCT Manhattan.  The suspect pushed a 39 Y/O fem vic while she was jogging. He choked &amp; sexually assaulted her, then stole her property. Any info call us at 800-577-TIPS Reward UP to $3,500 https://t.co/nm21Ztcf8c",1511890101663584260,309,2022-04-07 02:14:24+00:00,Twitter Web App,33,37
296,"🚨WANTED-Attempted ASSAULT: On 3/30/22 at approx. 4:18 PM, in front of 73 Davidson St @NYPD121PCT Staten Island.  The suspect followed a 25 year-old female victim before shooting in her direction striking property only.  Any info call us at 800-577-TIPS   Reward up to $3,500 https://t.co/EJUYi2b7Vn",1511888057645076487,298,2022-04-07 02:06:17+00:00,Twitter Web App,25,28
297,"🚨WANTED for ROBBERY: On 3/9/22 at approx. 6:30 PM, inside the 86 St Subway Station @NYPD68PCT Brooklyn.  The suspect attacked a 48 year-old male while he used MetroCard kiosk, then forcibly took his property.  Any info call us at 800-577-TIPS  Reward up to $3,500 https://t.co/NAmfu3ucEp",1511886320632745989,287,2022-04-07 01:59:22+00:00,Twitter Web App,23,21
298,***ADDITONAL IMAGE*** https://t.co/cdWxtySg6v,1511884859404390404,45,2022-04-07 01:53:34+00:00,Twitter Web App,10,11
299,"🚨WANTED for ROBBERY: On 3/29/22 at approx. 3:45 PM, vicinity 37 Ave &amp; 82 St  @NYPD115PCT Queens.  The suspects attacked, &amp; stabbed a 16 year-old male victim after he refused to give up his scooter.   Any info call us at 800-577-TIPS   Reward up to $3,500 https://t.co/wWdR50O9uu",1511884854224470028,286,2022-04-07 01:53:33+00:00,Twitter Web App,61,64
300,"🚨WANTED-HOMICIDE: On 4/4/22 at approx. 4:37 PM, inside 125 Division St @NYPD7PCT Manhattan.  Shen Bin Weng stabbed a 58 year-old male victim causing his demise. Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/25cjlcw0ra",1511882875435732997,303,2022-04-07 01:45:41+00:00,Twitter Web App,19,18
301,"🚨WANTED for ROBBERY: On 3/31/22 at approx. 7:25 PM, vicinity of 1525 Saint Nicholas Ave @NYPD34PCT Manhattan.  The suspects assaulted, &amp; pointed a gun at a 59 year-old male victim, then took his property.  Any info call us at 800-577-TIPS    Reward up to $3,500 https://t.co/RerHupuJyA",1511881401704005633,289,2022-04-07 01:39:50+00:00,Twitter Web App,4,8
302,"🚨WANTED for ASSAULT: On 4/3/22 at approx. 9:20 PM, inside Rash Bar 941, Willoughby Ave @NYPD83PCT Brooklyn.  The suspect poured gasoline on the floor, lit it &amp; fled the location.  Two victims suffered injuries.  Any info call us at 800-577-TIPS  Reward up to $3,500 https://t.co/a33Bun7sGA",1511880294042853377,293,2022-04-07 01:35:26+00:00,Twitter Web App,49,51
303,"🚨WANTED-HOMICIDE: On 3/7/22 at approx. 7:45 AM, inside 1011 Sheridan Ave @NYPD44PCT Bronx.  George Akino is being sought for a stabbing in which a 30 year-old victim died.  Any info call us at 800-577-TIPS or post a tip on our website https://t.co/TRPPY5zHV2  Reward up to $3,50 https://t.co/ff9ucJw8FB",1511878177848758281,302,2022-04-07 01:27:01+00:00,Twitter Web App,24,21
304,"WANTED for ASSAULT: On 4/3/22 @ 6:45 AM, @NYPD102PCT vicinity of Lefferts Blvd &amp; 95 Ave the unidentified individual approached a 70-yr-old victim wearing traditional Sikh articles of faith &amp; assaulted him ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/tkxs2seHmw",1511618423595446275,303,2022-04-06 08:14:51+00:00,Twitter Web App,73,65
305,"🚨WANTED for ROBBERY: On 3/29/22 at approx. 2:30 PM, inside Home Depot 610 Exterior St @NYPD44PCT Bronx.  The suspect threatened store security with a knife while they confronted him for shoplifting.  Any info call us at 800-577-TIPS  Reward up to $3,500 https://t.co/JHAjmNLCHO",1511544910763147266,277,2022-04-06 03:22:44+00:00,Twitter Web App,16,19
306,WANTED for MENACING: On 4/2/22 @ 7:25 PM @NYPD20PCT @NYPDHateCrimes vicinity of West 86 St &amp; West End Ave the unidentified individuals approached four victims making anti-Jewish statements while displaying a sword. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500 https://t.co/KFa31wDlBH,1511544760477130754,308,2022-04-06 03:22:08+00:00,Twitter Web App,35,36
307,"🚨WANTED-BURGLARY PATTERN: 4 incidents in March between 1AM &amp; 6AM @NYPD6PCT Manhattan  The suspect forcibly entered various locations through rear &amp; cellar doors, then removed property.  Any info call us at 800-577-TIPS or post it to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/aXMU9TzE7n",1511543968147849216,309,2022-04-06 03:18:59+00:00,Twitter Web App,13,15
308,"WANTED for ASSAULT: On 4/5/22 @ 6:05 AM, @NYPD1PCT aboard a N/B ""4"" Train @ the Wall St Station the unidentified individual was involved in a verbal dispute &amp; then produced a box cutter slashing the victim. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/thg0D3w71L",1511542937544499200,301,2022-04-06 03:14:54+00:00,Twitter Web App,15,15
309,"🚨WANTED-ROBBERY: On 4/4/22 at approx. 6:04 PM, 1460 Metropolitan Ave @NYPD43PCT Bronx.  The suspects entered a jewelry store &amp; displayed a firearm while demanding property.  They fled in a black 4 door sedan with property.  Any info call us at 800-577-TIPS Reward up to $3,500 https://t.co/94Xe6PkTpP",1511542333212352515,304,2022-04-06 03:12:29+00:00,Twitter Web App,23,22
310,"WANTED for ROBBERY: On 4/3/22 @ 5:25 PM, @NYPD70PCT vicinity of East 21 Street and Church Avenue four unidentified individuals entered an occupied apartment displaying firearms  and removed property. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/i0Duj13uCL",1511541579097550850,290,2022-04-06 03:09:30+00:00,Twitter Web App,11,11
311,***ADDITIONAL IMAGES*** https://t.co/I5YbQFnDeN,1511162531347415047,47,2022-04-05 02:03:18+00:00,Twitter Web App,44,42
312,"🚨WANTED for an ASSAULT: On 3/31/22 at approx. 3PM, in front of 2245 7 Ave @NYPD32PCT Manhattan.  The suspect hit a 60 year-old male victim with a brick &amp; then punched him causing severe injuries.  Any info call us at 800-577-TIPS     Reward up to $3,500. https://t.co/5AmZx7gteu",1511162526435876873,282,2022-04-05 02:03:17+00:00,Twitter Web App,96,101
313,"WANTED For Robbery: On Wednesday March 9, 2022 at Approx. 6:05 A.M., at the intersection of 131 Street and Liberty Ave. @nypd106pct a unknown individual physically assaulted and robbed a 26 year old pregnant female.  Call @ 800-577-TIPS or DM NYPDTips Reward up to $3500.00 https://t.co/Z8sXYx6D7q",1511118033321971712,297,2022-04-04 23:06:29+00:00,Twitter Web App,38,46
314,"🚨WANTED for an ASSAULT: On 3/30/22 at approx. 10:55 PM, inside the Fordham Rd Station @NYPD46PCT Bronx.  The suspect slashed a 45 year-old female victim's face while they were engaged in a dispute.  Any info call us at 800-577-TIPS   Reward up to $3,500. https://t.co/uEHhDAeiGn",1510810001706819585,278,2022-04-04 02:42:28+00:00,Twitter Web App,22,27
315,"🚨WANTED for ROBBERY: On 3/16/22 at approx. 10:50 PM, on the '7' train at the 52nd St Station @NYPD108PCT Queens.  The suspects punched a 44 year-old victim &amp; took his property.  Any info call us at 800-577-TIPS or a tip on our website https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/EBAeEt9Ev0",1510808392159404043,307,2022-04-04 02:36:04+00:00,Twitter Web App,8,17
316,***ADDITIONAL IMAGES*** https://t.co/9y5FGIlcvL,1510806576327708677,47,2022-04-04 02:28:51+00:00,Twitter Web App,26,28
317,"🚨WANTED-ROBBERY: On 4/3/22 at approx. 12:30 AM, vicinity of Roberts &amp; Hobart Ave @NYPD45PCT Bronx.  The suspects forcibly removed a 76 year-old victim's purse.  Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/7VzI3YvCEU",1510806571948941314,307,2022-04-04 02:28:50+00:00,Twitter Web App,50,65
318,🚨WANTED🚨for Public Lewdness in the vicinity of West 150 Street and Broadway #hamiltonheights #manhattan On 03/23/22 @ 12:49 AM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/NCpnp5wIOW,1510471258600886275,267,2022-04-03 04:16:25+00:00,Twitter for iPad,26,25
319,🚨WANTED🚨for Public Lewdness in the vicinity of 137 Street and City College subway station #hamiltonheights #manhattan On 03/7/22 @ 4:00PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/wKVgyTmj7v,1510442836407328778,278,2022-04-03 02:23:29+00:00,Twitter for iPad,20,18
320,"WANTED for AN Assault in front of 58 Gerry Street. #Brooklyn @NYPD90pct on 4/1/22 @ 7:55 PM without and prior words or provocation, the individuals punched and kicked the Hasidic victim about the body, forcing him to the ground Reward up to $3500Call 1-800-577-TIPS. CONFIDENTIAL! https://t.co/6W6kfQbU1d",1510182861625778176,304,2022-04-02 09:10:26+00:00,Twitter for iPad,129,115
321,"WANTED for A Robbery in front of 576 East 165 Street. #Bronx @NYPD42pct on 3/21/22 @ 8:18 AM Three individuals approached the victim, simulated a firearm and removed property. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/fuZLutsXLu",1510122196034887681,263,2022-04-02 05:09:22+00:00,Twitter for iPad,23,30
322,WANTED for AN Attempted Robbery in the vicinity of Lennox Avenue and West 129 Street . #Manhattan @NYPD32pct on 3/17/22 @ 10:30 PM The individual threw the victim onto the ground while attempting to take her purse from her.  Reward up to $3500 Call 1-800-577-TIPS  CONFIDENTIAL! https://t.co/YsSBFfuo3Z,1510079912941662211,302,2022-04-02 02:21:21+00:00,Twitter for iPad,30,41
323,WANTED for A reckless endangerment in front of 134-40 Guy R Brewer Boulevard . #Queens @NYPD113pct on 4/1/22 @ 11:30 AM PM two unknown individuals were walking when one of the individuals displayed a firearm and recklessly discharged it. Reward up to $3500  Call 1-800-577-TIPS https://t.co/i5CMhHObmL,1510079009241063424,301,2022-04-02 02:17:46+00:00,Twitter for iPad,32,36
324,WANTED for A Robbery at 925 Hunts Point Avenue . #Bronx @NYPD41pct on 3/8/22 @ 12:45 PM three unknown males approached the victim from behind and began going through the victim's pockets to remove property. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/FORwoVP4aI,1510078055280222209,294,2022-04-02 02:13:58+00:00,Twitter for iPad,26,33
325,🚨WANTED￼🚨for an ASSAULT in front of 30-05 Whitestone Expressway #Queens @NYPD109pct on 3/20/22@ 1:50A.M. The individual shot the victim twice in the leg &amp; once in the buttocks.💰Reward up to $3500 Know who he is?￼☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/bVDe8o8qae,1509781767594594321,285,2022-04-01 06:36:38+00:00,Twitter for iPad,22,30
326,"🚨WANTED🚨for a Robbery in the vicinity of 108 St &amp; Martense Ave #Queens @NYPD110pct on 2/7/22@ 7:50P.M.The individuals simulated a firearm, assaulted both victims &amp; took their property💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/MSVxZDeKDg",1509781038041636866,297,2022-04-01 06:33:44+00:00,Twitter for iPad,21,24
327,🚨WANTED￼🚨for an ASSAULT in the vicinity of Water St &amp; Jackson St #Manhattan @NYPD7pct on 3/30/22@ 11:16P.M. The individual slashed the victim with a machete causing a severe injury.💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/cawEkdWtIP,1509777348631089162,289,2022-04-01 06:19:04+00:00,Twitter for iPad,28,25
328,"🚨WANTED￼🚨for an ASSAULT on the “L” train @ Montrose Ave #Brooklyn  @NYPD90pct on 3/31/22@ 4:20A.M. The individuals punched, kicked &amp; struck the 65y/o victim with a glass bottle in his head.💰Reward up to $3500 Know who they are?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/Z6AsZtpCH4",1509775965894889476,300,2022-04-01 06:13:35+00:00,Twitter for iPad,38,43
329,🚨WANTED￼🚨for Multiple Burglaries the first occurred @ 206 East 124 St. #Manhattan @NYPD25pct on 3/10/22@ 7 A.M. The individual gains access from the basement of the building and removed property💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/fRLcB8iay7,1509769919616929807,298,2022-04-01 05:49:33+00:00,Twitter for iPad,31,23
330,🚨WANTED￼🚨for an Assault in the vicinity of Broadway and 73rd Street #Jacksonheights #queens On 03/18/22 @ 9:40 PM💰Reward up to $3500 Seen him? Know who he is?📲Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/aKQttzkAif,1509739121245364225,254,2022-04-01 03:47:10+00:00,Twitter for iPad,89,69
331,"WANTED for ROBBERY:On 3/30/22 at approx. 4:47 AM, vicinity of Fairview Ave &amp; Wadsworth Terrace.The suspects displayed a firearm then punched the victim and removed his property. Call us at 800-577-TIPS or go onto our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/KS25l48hiZ",1509598083667136520,297,2022-03-31 18:26:44+00:00,Twitter for iPad,19,22
332,"WANTED for AGGRAVATED HARASSMENT: On 3/1/22 @ 8:55 PM, @NYPD122PCT @ 2590 Hylan Blvd (Retro Fitness Underground Park the unidentified individual drew a swastika on a parking lot support beam. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/SU0S2pWh0c",1509352263499886611,282,2022-03-31 02:09:56+00:00,Twitter Web App,13,17
333,***ADDITIONAL IMAGES*** https://t.co/ju6Y8TkB7d,1509350530266640385,47,2022-03-31 02:03:03+00:00,Twitter Web App,32,26
334,"🚨WANTED-ASSAULT: 3/19/22 at approx. 2:22 PM, northbound 'A' train at W 190 St @NYPD34PCT Manhattan. The suspect began spitting at a 22 Y/O male vic before attacking him &amp; ripping out his hair while making anti-gay remarks.  Any info call us at 800-577-TIPS   Reward up to $3,500 https://t.co/3O2pKR4JxI",1509350526361776128,306,2022-03-31 02:03:02+00:00,Twitter Web App,75,82
335,***ADDITIONAL IMAGES*** https://t.co/8TZIXvYwq0,1509348155653246976,47,2022-03-31 01:53:37+00:00,Twitter Web App,17,23
336,"🚨WANTED-ROBBERY: 3/30/22 at approx. 3:47 AM, inside a parking garage 1100 Franklin Ave @NYPD42PCT Bronx.  The suspects pointed a firearm at an elderly male, then fled with property from the office &amp; a Toyota Camry.  Any info call us at 800-577-TIPS  Reward up to $3,500 https://t.co/aOCcuR3ese",1509348150775062528,297,2022-03-31 01:53:36+00:00,Twitter Web App,70,54
337,"WANTED for HOMICIDE: On 3/26/22 @ 8:10 PM, @NYPD101PCT outside of 624 Grassmere Terrace the unidentified individual discharged a firearm @ a 26-year-old victim striking him in the head causing his death. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/YJZkeBw4m4",1509347437445537798,294,2022-03-31 01:50:46+00:00,Twitter Web App,124,79
338,"WANTED for ROBBERY: On 3/26/22 @ 10:18 AM, @NYPD17PCT inside Duane Reade located at 155 E 34 St the unidentified individual was removing property when a security guard intervened the unidentified male produced a hypodermic needle &amp; tried to stab the victim. https://t.co/0tJE8FWSls",1509056209998991360,285,2022-03-30 06:33:32+00:00,Twitter Web App,101,85
339,WANTED for BURGLARY: On Two occasions in March @NYPD66PCT inside Yeshiva Birchas Duvid Synagogue the unidentified individual entered the location &amp; removed property. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/RsfR5eLlfE,1509054343693090816,260,2022-03-30 06:26:07+00:00,Twitter Web App,30,30
340,"WANTED for CRIMINAL MISCHIEF: On 3/24/22 @ 10:00 AM, @NYPD10PCT, vicinity of W 37 St &amp; 9 Ave  an unidentified individual approached the vehicle with a cinder block smashing the window &amp; removed property ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/fOIahODobA",1509051541520531459,301,2022-03-30 06:14:58+00:00,Twitter Web App,86,63
341,"WANTED for An Assault: On Sunday March 27, 2022 at Approx. 11:40 P.M. on the N/B “3” train at the Harlem-148th St. Station @nypd32pct a unknown individual slashed a 40 year old male in his chest  causing serious physical injury. .. Call @ 800-577-TIPS or DM NYPDTips https://t.co/5X0tifbgjo",1508989137977843712,290,2022-03-30 02:07:00+00:00,Twitter Web App,28,37
342,"WANTED for A Sexual Abuse inside the prospect park station,  #Brooklyn @NYPDTransit on 3/24/22 @ 7:10 AM, the individual grabbed the female victim, forcibly ripped at her clothes while touching her private area. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/wOcJGZ7xTK",1508741530890211333,288,2022-03-29 09:43:06+00:00,Twitter for iPad,39,40
343,"🚨WANTED🚨for A ROBBERY  at McDonald’s 429 7th ave, #Manhattan @NYPDMTS on 2/28/22 @ 7:42 A.M. The individual punched victim multiple times and forcibly removed the victims property.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/7cGGM8DQXA",1508740097897897991,283,2022-03-29 09:37:25+00:00,Twitter for iPad,100,98
344,"🚨WANTED🚨for an Assault at a pawn shop, 178-22 Jamaica Ave, #Queens @NYPD103Pct On 03/26/22 @ 12:59 PM, Individual struck victim multiple times on the head.  Reward up to $3500 Seen him?Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/UIeaZq1R00",1508738615387607043,296,2022-03-29 09:31:31+00:00,Twitter for iPad,11,20
345,"WANTED for A Forcible Touching on a Coney Island bound B82 MTA bus,. #Brooklyn @NYPD61Pct on 3/15/22 @ 5:50 AM, the individual touched the 19-year-old female victim’s private area over the clothing before fleeing. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/dzPoPZpmga",1508736778387210241,290,2022-03-29 09:24:13+00:00,Twitter for iPad,19,25
346,"🚨WANTED🚨for A ROBBERY  corner of Thomas Boyland st. &amp; Dean St.,#Brooklyn @NYPD73Pct on 2/24/22 @ 7:35 P.M. The individuals displayed a knife and forcibly removed the 15 year old victims property.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/ppPO3mdU36",1508734947137359880,302,2022-03-29 09:16:56+00:00,Twitter for iPad,31,44
347,"🚨WANTED🚨for A ROBBERY on the mezzanine @ 42 st-Bryant park station,#Manhattan  @NYPDMTS on 3/23/22@ 11:30 A.M. The individual snatched victims wallet and punched victim in the face.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/s7BiPbcQPD",1508630562105397252,284,2022-03-29 02:22:09+00:00,Twitter for iPad,25,40
348,"🚨WANTED￼🚨for A HOMICIDE in front of 800 East 92 St.  #Brooklyn @NYPD67pct on 3/19/22@ 1:09P.M. While one individual assaulted the victim, the other individual shot &amp; killed the victim.💰Reward up to $3500 Know who they are?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/vSOB1y0r9l",1507951631865942018,295,2022-03-27 05:24:20+00:00,Twitter for iPad,54,53
349,"🚨WANTED🚨for A ROBBERY @ Metro PCS)located@ 5585 Broadway #Bronx @NYPD50pct on 3/25/22@ 6:17P.M. The individual displayed a firearm and demanded cash.  The individual removed $1,764 cash &amp; fled.💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/hVxz4WkyKW",1507949586882703360,301,2022-03-27 05:16:12+00:00,Twitter for iPad,31,28
350,🚨WANTED￼🚨for A ROBBERY in the vicinity of East 87 St. &amp;  2nd Ave.  #Manhattan  @NYPD19pct on 3/3/22@ 10:33P.M. The individual tackled the victim to the ground and took the victim’s wallet.💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/fPlBq78MM8,1507947831600066560,296,2022-03-27 05:09:14+00:00,Twitter for iPad,48,50
351,🚨WANTED￼🚨for A ROBBERY The pharmacy is located@ 9311 Church Ave #Brooklyn  @NYPD67pct on 3/22/22@ 5P.M.The individuals removed multiple bottles of Promethazine from behind the pharmacy counter.💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/StX2RLYfUn,1507940634577055754,299,2022-03-27 04:40:38+00:00,Twitter for iPad,46,48
352,🚨WANTED🚨for an Assault in front of 127 Riverdale Avenue #brownsville #brooklyn On 03/25/22 @ 6:00 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/vnIZBB9wWl,1507660977898143748,245,2022-03-26 10:09:22+00:00,Twitter for iPad,57,58
353,￼WANTED￼for an Burglary in the vicinity of 116 Street and 2nd Avenue #eastharlem #manhattan  On 03/24/22 @ 8:00 AM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/DOUZ4zTQm2,1507586359434878978,255,2022-03-26 05:12:52+00:00,Twitter for iPad,70,57
354,🚨WANTED🚨for an Assault in the vicinity of 188 Street and Henderson Avenue #holis #Queens On 03/25/22 @ 2:46 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/NZZQv5nvqT,1507581854995685380,255,2022-03-26 04:54:58+00:00,Twitter for iPad,27,26
355,🚨WANTED🚨for an Burglary inside of Laser Bounce Family Fun Center located at 80-28 Cooper Avenue #glendale #Queens  On 03/06/22 @ 6:48 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/LOjhCvevWe,1507546616441487360,281,2022-03-26 02:34:56+00:00,Twitter for iPad,37,29
356,"WANTED for a Commercial Burglary located at 1799 US HWY Route 10 East #MorrisPlains #NewJersey On 2/01/22 @ 5:00 AM Reward up to $1,000 Seen them? Know who they are? Call The Morris County Sheriff’s CrimeStoppers 973-267-2255 or https://t.co/lCsNRhgLUF! Calls are CONFIDENTIAL! https://t.co/OKJkFzHywS",1507510140446064651,301,2022-03-26 00:10:00+00:00,Twitter for iPad,7,9
357,"🚨WANTED-ROBBERY: On 3/21/22 at approx. 4:30 AM, inside the Bowling Green Subway station @NYPD1PCT Manhattan. The suspect slapped a 26 year-old female victim &amp; took her phone.  Any info call us at 800-577-TIPS or anonymously post to https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/ycMH1W9tg5",1507175165200936960,306,2022-03-25 01:58:56+00:00,Twitter Web App,15,20
358,"🚨WANTED-BURGLARY: On 2/26/22 at approx. 7:58 AM, vicinity of E 176 &amp; Anthony Ave @NYPD46PCT Bronx. The suspect unlawfully entered a bldg mailroom &amp; removed property.  Any info call us at 800-577-TIPS or  post a tip on our website https://t.co/TRPPY5zHV2  Reward up to $3,500. https://t.co/M65vPBJ0YF",1507173945312698373,307,2022-03-25 01:54:05+00:00,Twitter Web App,23,19
359,"🚨WANTED for attempted ROBBERY: On 3/17/22 at approx. 3:26 PM, inside VV Pharmacy 3593 3 Ave @NYPD42PCT Bronx.  The suspect displayed a firearm &amp; demanded cash from the clerk, but fled with nothing.  Any info call us at 800-577-TIPS     Reward up to $3,500. https://t.co/B6Pz22Drzk",1507172667085967360,284,2022-03-25 01:49:00+00:00,Twitter Web App,23,21
360,"🚨WANTED for a Bronx ROBBERY Pattern: 5 incidents in March the suspect approaches female victims and forcibly removes their bags, &amp; has been seen fleeing the depicted vehicle. Any info call us at 800-577-TIPS or post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/tlZyUYQL0z",1507171627548790788,297,2022-03-25 01:44:52+00:00,Twitter Web App,11,20
361,"🚨WANTED for ROBBERY: On 3/17/22 at approx. 10:40 AM, inside Melrose Deli 554 E 149 @NYPD40PCT Bronx.  The suspect displayed a firearm &amp; demanded the victim's property. He then took the victim's cash &amp; fled.  Any info call us at 800-577-TIPS  Reward up to $3,500. https://t.co/GWX9P88tfX",1507168224168849410,294,2022-03-25 01:31:21+00:00,Twitter Web App,19,23
362,"WANTED for ASSAULT: On 3/2/22 @ 5:25 PM, @NYPD84PCT, on a S/B “A” train approaching the Jay St subway station, these unknown individuals assaulted two victims causing physical injuries. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/UtSFcZoJV6",1506866011257118730,276,2022-03-24 05:30:27+00:00,Twitter Web App,46,46
363,"WANTED for ROBBERY: On 3/20/22 @ 5:05 AM, @NYPD25PCT, 7 Eleven located at 2256 2nd Ave the unidentified individual displayed a knife &amp; removed property from the location. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/d8noxqiLPY",1506763090981003268,265,2022-03-23 22:41:29+00:00,Twitter Web App,25,27
364,"WANTED for ROBBERY: On 3/16/22 @ 10:30 PM, @NYPD60PCT, on a S/B 'D' line train, a 33-year-old victim was approached by the unidentified individual who displayed a knife &amp; slashed her on both sides of her face. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/FHCrjbKeiS",1506480680854773760,304,2022-03-23 03:59:18+00:00,Twitter Web App,47,48
365,"🚨WANTED-ASSAULT: 3/20/22 at approx. 2:45 PM, in the vicinity of Chrystie &amp; Canal St @NYPD5PCT Manhattan.  The suspects struck a 52 year-old victim on the head multiple times.  Any info call us at 800-577-TIPS or anonymously post a tip https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/2XOU3OHdB1",1506479187426746368,307,2022-03-23 03:53:21+00:00,Twitter Web App,17,15
